Movie,Scene,Character,Dialogue,Sentiment_Score,Sentiment_Label,Emotion_Label
AMERICAN_PSYCHO,INT. ESPACE RESTAURANT - NIGHT,BATEMAN,"oh, who gives a rat's ass? hey. that affects us. oh ho ho. that affects us? what about the massacres in sri lanka, honey? doesn't that affect us, too? i mean don't you know anything about sri lanka? about how the sikhs are killing like tons of israelis there? doesn't that affect us? oh come on, price. there are a lot more important problems than sri lanka to worry about. sure our foreign policy is important, but there are more pressing problems at hand. like what? well, we have to end apartheid for one. and slow down the nuclear arms race, stop terrorism and world hunger. but we can't ignore our social needs, either. we have to stop people from abusing the welfare system. we have to provide food and shelter for the homeless and oppose racial discrimination and promote civil rights while also promoting equal rights for women but change the abortion laws to protect the right to life yet still, somehow maintain women's freedom of choice. the table stares at bateman uncomfortably.",-0.3937,Negative,Fear
AMERICAN_PSYCHO,INT. ESPACE RESTAURANT - NIGHT,CARRUTHERS,"patrick, how thought provoking.",-0.2023,Negative,Surprise
AMERICAN_PSYCHO,INT. EVELYN'S BEDROOM - LATER THE SAME EVENING,EVELYN,"why dont you just go for price? oh god patrick. why price? price? he's rich. everybody's rich. he's goodlooking. everybody's good looking, patrick. he has a great body. everybody has a great body now. bateman unbuttons his shirt and makes advances to get evelyn to have sex with him. she ignores him, watching the home shopping channel with the remote in her hand. finally, he straddles her, penis close to her face. she tries to look around him at the tv, then takes notice.",0.9721,Positive,Surprise
AMERICAN_PSYCHO,INT. EVELYN'S BEDROOM - LATER THE SAME EVENING,EVELYN,are you using minoxidil? no. i'm not. why should i? your hairline looks like it's receding. its not.,0.168,Positive,Surprise
AMERICAN_PSYCHO,INT. DRY CLEANERS - DAY,BATEMAN,"listen, wait. youre not...shhh wait... you're not giving me valid reasons. the woman continues to speak to him in another language, grabbing at the sleeve of the jacket.",-0.2584,Negative,Neutral
AMERICAN_PSYCHO,INT. DRY CLEANERS - DAY,BATEMAN,"bleachee? are you trying to say bleachee? bleachee. oh my god. she keeps pointing to the jacket and talking. two things. one. you can't bleach a soprani. out of the question. two two, i can only get these sheets in santa fe. these are very expensive sheets and i really need them clean. she keeps talking and bateman leans into her. if you don't shut your fucking mouth i will kill you, are you understanding me? she talks faster. now listen i have a very important lunch meeting. at hubert's in thirty minutes, and i need those ... no wait, twenty minutes. i have a lunch meeting at hubert's in twenty minutes with ronald harrison and i need those sheets cleaned by this afternoon. she keeps talking. listen. i cannot understand you. bateman starts laughing, slaps his hand down on the counter. this is crazy. you're a fool. i can't cope with this.",0.1613,Positive,Surprise
AMERICAN_PSYCHO,INT. DRY CLEANERS - DAY,BATEMAN,"stupid bitchee! understand? oh christ! someone enters the store behind him. it's victoria, late twenties, attractive but a little overweight, wearing a tailored business suit with white sneakers and sports socks. patrick?",-0.6129,Negative,Surprise
AMERICAN_PSYCHO,INT. DRY CLEANERS - DAY,VICTORIA,"hi, patrick. i thought that was you. hello",0.0,Neutral,Surprise
AMERICAN_PSYCHO,INT. DRY CLEANERS - DAY,BATEMAN,"isn't it ridiculous? coming all the way up here, but you know, they really are the best. then why can't they get these stains out? i mean can you talk to these people or something? i'm not getting anywhere. victoria moves toward the sheet that the old man is holding up. she touches it and the woman behind that counter begins talking again. oh my, i see. what are those? oh my. um, well... it's cranberry juice. crahapple.",0.8661,Positive,Surprise
AMERICAN_PSYCHO,INT. DRY CLEANERS - DAY,BATEMAN,"really? well, i mean, um, it's really ... bosco. you know, like...like a dove bar. it's a dove bar... hershey's syrup? oh yeah. oh i get it. fun with chocolate. listen, if you could talk to them i would really appreciate it. i'm really late. i have a lunch appointment at hubert's in fifteen minutes. bateman turns to leave. hubert's? oh really? it moved uptown, right? yeah, well, oh boy, listen, i've got to go. thank you, uh...victoria? maybe we could have lunch one day next week? you know, i'm downtown near wall street quite often. oh, i don't know, victoria. i'm at work all the time. well what about, oh, you know, maybe a saturday? next saturday?",0.9592,Positive,Surprise
AMERICAN_PSYCHO,INT. DRY CLEANERS - DAY,BATEMAN,"oh, can't, i'm afraid. matinee of les miserables. listen, i've really got to go. i'll... oh christ... i'll call you. okay. do.",0.2263,Positive,Fear
AMERICAN_PSYCHO,INT. BATEMAN'S APARTMENT - DAY,COURTNEY,"listen, what are you doing tonight? what? oh, i'm... busy. listen, you're dating luis, he's in arizona. you're fucking me, and we havent made plans. what could you possibly be up to tonight? stop it. i'm... ona lot of lithium? waiting for luis to call me. he said he'd call tonight. oh don't be difficult, patrick. you should come have dinner with me.",-0.2617,Negative,Sadness
AMERICAN_PSYCHO,INT. BATEMAN'S APARTMENT - DAY,COURTNEY,am i confused or were we talking about tonight? ummm.... yeah. luis is calling me tonight. i need to be home for that. pumpkin? yes?,0.4836,Positive,Surprise
AMERICAN_PSYCHO,INT. BATEMAN'S APARTMENT - DAY,BATEMAN,pumpkin you're dating an asshole. uh huh.,0.0,Neutral,Anger
AMERICAN_PSYCHO,INT. BATEMAN'S APARTMENT - DAY,BATEMAN,"pumpkin you're dating the biggest dickweed in new york. i know. stop it. pumpkin, you'redating a tumbling, tumbling dickweed. patrick don't call me pumpkin anymore, okay? i have to go. courtney? dinner? i can't.",-0.212,Negative,Sadness
AMERICAN_PSYCHO,INT. BATEMAN'S APARTMENT - DAY,COURTNEY,i'm thinking dorsia. dorsia's nice. nice?,0.6808,Positive,Joy
AMERICAN_PSYCHO,INT. BATEMAN'S APARTMENT - DAY,COURTNEY,"you like it there, don't you? the question is, do you like it courtney? and will you blow off a fucking phone call from your sad excuse for a boyfriend to eat there tonight. okay. yeah. what time? eight?",0.7399,Positive,Anger
AMERICAN_PSYCHO,INT. BATEMAN'S APARTMENT - DAY,MAITRE D,"pick me up? sounds like i'll have to. don't fall asleep, okay? wear something fabulous. dorsia, remember? bateman hangs up, opens up the zagat's guide and dials the number for dorsia with trembling fingers. it's busy and so he puts it on speaker phone, constant redial. he waits with his head in his hands, sweating with anxiety, until there is finally' an answer. dorsia. please hold. he is on hold for a long time, getting very tense. dorsia.",0.3572,Positive,Fear
AMERICAN_PSYCHO,INT. BATEMAN'S APARTMENT - DAY,BATEMAN,umm..yes.. i know it's a little late but is it possible to reserve a table for two at eight or eightthirty perhaps? long pause. the maitre d' starts giggling quietly and then more loudly until the laughter is almost hysterical and hangs up the phone.,0.8334,Positive,Surprise
AMERICAN_PSYCHO,INT. TAXI - NIGHT,COURTNEY,"... a facial at elisabeth arden, which was really relaxing, then to the pottery barn where i bought this silver muffin dish... is that donald trump's car? oh god, patrick. shut up. you know, courtney, you should take some more lithium. or have a diet coke. some caffeine might get you out of this slump. i just want to have a child. just...two... perfect.. children... the cab draws up outside a restaurant. the awning reads 'barcadia'. an insanely expensive nouvelle italian restaurant, all polished natural brick, spotless white table cloths, minimalist flower arrangements, discreet lighting. a waiter has come to take their drink orders. jb. straight. champagne on the rocks. oh could i have that with a twist? she starts to sink back in her chair and bateman leans over and pulls her back up. are we here?",0.9008,Positive,Surprise
AMERICAN_PSYCHO,INT. TAXI - NIGHT,COURTNEY,"this is dorsia? yes dear. courtney almost falls asleep while looking at her menu, and starts to slide off of her chair. bateman grabs her by both shoulders and props her up. courtney, you're going to have the peanut butter soup with smoked duck and mashed squash. ny magazine called it a ""playful but mysterious little dish."" you'll love it. and then... the red snapper with violets and pine nuts. i think that'll follow nicely. mmmm... thanks, patrick. she falls asleep at the table.",0.9408,Positive,Surprise
AMERICAN_PSYCHO,INT. COURTNEY'S BEDROOM - NIGHT,BATEMAN,"i want you to fuck me. bateman gets on top of her, starts to fuck her. luis is a despicable twit. yes, luis is a despicable twit. i hate him. he keeps fucking her.",-0.7845,Negative,Anger
AMERICAN_PSYCHO,INT. COURTNEY'S BEDROOM - NIGHT,BATEMAN,"no, you idiot. i said 'is it a receptacle tip?' not is luis a despicable twit. is it a receptacle tip? get off me. is it a what? pull out.",-0.7219,Negative,Anger
AMERICAN_PSYCHO,INT. COURTNEY'S BEDROOM - NIGHT,COURTNEY,"i'm ignoring you. pull out goddamnit! what do you want, courtney? she pushes him away from her. it's a plain end. i think. turn the light on. she tries to sit up. oh jesus. i'm going home. patrick. turn oh the light. he turns on the light. it's a plain end, see? so? take it off. why?",-0.565,Negative,Surprise
AMERICAN_PSYCHO,INT. COURTNEY'S BEDROOM - NIGHT,COURTNEY,"i'm getting out of here. where's your lithium? courtney throws a pillow over her head and starts crying. do you think you're turning me on by having unsafe sex? bateman pulls the pillow off her and slaps her face. oh christ, this really isn't worth it. and see, courtney, it's there for what? huh? tell us. why is it pulled down half an inch? so it can catch the force of the ejaculate! well, it's not a turnon for me. i have a promotion coming to me. i don't want to get aids. bateman grabs her head and makes her look at the condom. see? happy? you dumb bitch? are you happy you dumb bitch? oh god just get it over with. he fucks her quickly until he has a mediocre orgasm and falls down next to her. they lie side by side with their bodies not touching, eyes open, staring at the ceiling.",-0.9219,Negative,Surprise
AMERICAN_PSYCHO,"INT. CONFERENCE ROOM, PIERCE & PIERCE - DAY",CARRUTHERS,"patrick, thanks so much for looking after courtney. dorsia, how impressive! how on earth did you get a reservation there? lucky, i guess. that's a wonderful jacket. let me guess, valentino couture? uh huh.",0.9239,Positive,Surprise
AMERICAN_PSYCHO,"INT. CONFERENCE ROOM, PIERCE & PIERCE - DAY",BATMAN V/O,"it looks so soft. your compliment was sufficient, luis. carruthers is distracted by a question from the colleague on his left. paul owen enters, carrying the wall st. journal under his arm. he is handsome, supremely confident and selfsatisfied he seems himself as a leader among men. hello halberstam. nice tie. how the hell are you? i've been great. and you? their conversation fades down as we hear bateman's thoughts.",0.929,Positive,Surprise
AMERICAN_PSYCHO,"INT. CONFERENCE ROOM, PIERCE & PIERCE - DAY",OWEN,"how's the ransom account going, marcus? it's it's..all right. really? thats interesting, not great? oh well, you know. and how's cecilia? she's a great girl. oh yes. i'm very lucky. mcdermott and price enter. hey owen! congratulations on the fisher account. thank you, baxter. listen, paul. squash?",0.841,Positive,Surprise
AMERICAN_PSYCHO,"INT. CONFERENCE ROOM, PIERCE & PIERCE - DAY",MCDERMOTT,"how about friday? no can do. got a res at 83.0 at dorsia. great sea urchin ceviche. there is a stunned silence as he walks away and sits in a corner of the room, ostentatiously studying papers. close on bateman's face, cold with hatred. jesus. dorsia? on a friday night? how'd he swing that? i think he's lying. bateman takes, out his wallet and pulls out a card. what's that, a gram? new card. what do you think? mcdermott lifts it up and examines the lettering carefully. whoa. very nice. take a look. he hands it to van patten. picked them up from the printer's yesterday. good coloring. that's bone. and the lettering is something called silian rail.",0.3298,Positive,Surprise
AMERICAN_PSYCHO,"INT. CONFERENCE ROOM, PIERCE & PIERCE - DAY",VAN PATTEN,"it is very cool, bateman. but that's nothing. he pulls a card out of his wallet and slaps it on the table. look at this. they all lean forward to inspect it. that's really nice. bateman clenches his fists beneath the table, trying to control his anxiety. eggshell with romalian type. what do you think?",0.5975,Positive,Surprise
AMERICAN_PSYCHO,"INT. CONFERENCE ROOM, PIERCE & PIERCE - DAY",PRICE,"jesus. this is really super. how'd a nitwit like you get so tasteful? bateman stares at his own card and then enviously at mcdermott's. i can't believe that price prefers mcdermott's card to mine. but wait. you ain't seen nothin' yet. he holds up his own card. raised lettering, pale nimbus white...",0.5182,Positive,Surprise
AMERICAN_PSYCHO,"INT. CONFERENCE ROOM, PIERCE & PIERCE - DAY",LUIS,"impressive. very nice. let's see paul owen's card. price pulls a card from an inside coat pocket and holds it up for their inspection ""paul owen, pierce pierce, mergers and acquisitions"". bateman swallows, speechless. the sound in the room dies down and all we hear is a faint heartbeat as bateman stares at the magnificent card. look at that subtle offwhite coloring. the tasteful thickness of it. oh my god, it even has a watermark... his hand shaking, bateman lifts up the card and stares at it until fills the screen. he lets it fall. the sound returns to normal. is something wrong? patrick...you're sweating.",0.8955,Positive,Surprise
AMERICAN_PSYCHO,EXT. STREET - EVENING,BATEMAN,"hello. pat bateman. the homeless man stares at bateman, struggling to sit up. you want some money? some... food? the homeless man nods arid starts to cry. bateman reaches into his pocket and pulls out a 10 bill, then changes his mind and holds out a 5 instead.",-0.6966,Negative,Sadness
AMERICAN_PSYCHO,EXT. STREET - EVENING,HOMELESS MAN,"is this what you need? the homeless man nods, looks away, wipes his nose. i'm so hungry. it's cold out, too, isn't it? i'm so hungry. why don't you get a job? if you're so hungry, why don't you get a job? i lost my job... why? were you drinking? is that why you lost it? insider trading? just joking. no, really were you drinking on the job? i was fired. i was laid off. gee, uh, that's too bad. im so hungry. the dog starts to whimper. why don't you get another one? why don't you get another job? i'm not... you're not what? qualified for anything else?",-0.9179,Negative,Sadness
AMERICAN_PSYCHO,EXT. STREET - EVENING,BATEMAN,"i know that, i know that. jeez, you're like a broken record. i'm trying to help you. i'm hungry. listen, do you think it's fair to take money from people who do have jobs? from people who do work? what am i gonna do? listen, what's your name? al.",0.6553,Positive,Sadness
AMERICAN_PSYCHO,EXT. STREET - EVENING,BATEMAN,speak up. come on. al.,0.0,Neutral,Neutral
AMERICAN_PSYCHO,EXT. STREET - EVENING,BATEMAN,"get a goddamn job, al. you've got a negative attitude. that's what's stopping you. you've got to get your act together. i'll help you. you're so kind, mister. you're kind. you're a kind man. i can tell. shhhh... it's okay. please... i don't know what to do. i'm so cold.",0.8833,Positive,Anger
AMERICAN_PSYCHO,EXT. STREET - EVENING,BATEMAN,"i can't... i can't find a shelter. you reek. you reek of...shit. do you know that? goddammit, al look atme and stop crying like some kind of faggot. al... i'm sorry. bateman carefully puts the money back in his wallet. its just that... i don't know. i don't have anything in common with you. he opens his brief case and pulls out a long thin knife with a serrated edge. he pushes up the sleeve of his jacket to protect it. do you know what a fucking loser you are? homeless man's pov as bateman lunges at him with the knife. extreme wide shot of the street. bateman's shadowed figure is hunched over the homeless man, stabbing him in the stomach. the dog barks wildly and bateman stomps on it until it is silent. low angle shot of bateman as he throws a quarter on the ground. there's a quarter. go buy some gum. bateman walks calmly into the empty caverns of wall street. cars drift past, their headlights momentarily illuminating the body left twitching on the ground.",-0.9527,Negative,Sadness
AMERICAN_PSYCHO,INT. BEAUTY SALON - DAY,BATEMAN V/O,"what beautiful skin you have, mr. bateman. so fine, so smooth... his eyes open to look up at the facialist and then he closes them again. i have all the characteristics of a human being flesh, blood, skin, hair but not a single clear, identifiable emotion except for greed and disgust. something horrible is happening inside me and i don't know why. bateman sitting in a chair, looking down at the manicurist who is giving him a pedicure. she is cutting his nails with tiny sharp scissors. he stares at them longingly. my nightly bloodlust has overflowed into my days. i feel lethal, on the verge of frenzy. bateman lying irradiated by ultra violet light on a tanning bed, wearing goggles. i think my mask of sanity is about to slip.",-0.9609,Negative,Anger
AMERICAN_PSYCHO,INT. YALE CLUB - DAY,MCDERMOTT,what an asshole. why is laurie kennedy dating price? he's a fucking drug addict. no self control.,-0.3535,Negative,Anger
AMERICAN_PSYCHO,INT. YALE CLUB - DAY,ALL IN UNISON,"but laurie kennedy is a total hardbody. what do you think, bateman? i know her. i knew her. why do you say it like that? why does he say it like that? because he dated her. how did you guess? girls dig bateman. he's gq. you're total gq bateman. thanks guy, but...she's got a lousy personality. so what? it's all looks. laurie kennedy is a babe. don't even pretend you were interested for any other reason. if they have a good personality then something is very wrong. if they have a good personality and they are not great looking who fucking cares? well, lets just say hypothetically, okay? what if they have a good personality? i know, i know there are no girls with good personalities!",0.9758,Positive,Anger
