Movie,Scene,Character,Dialogue,Sentiment_Score,Sentiment_Label,Emotion_Label,Word_Count,Sentence_Count,Words_Per_Sentence,Lexical_Diversity_TTR,Hesitation_Markers,Is_Question
AMERICAN_PSYCHO,INT. BATEMAN'S APARTMENT - MORNING,BATEMAN V/O,"i believe in taking care of myself, in a balanced diet, in a rigorous exercise routine. in the morning, if my face is a little puffy, i'll put on an ice pack while doing my stomach crunches. i can do a thousand now. bateman ties a plastic ice pack around his face. bateman does his morning stretching exercises in the living room wearing the ice pack a mirror lined bathroom. bateman is luxuriating in the shower steam, scrubbing his body, admiring his muscles. after i remove the icepack i use a deep pore cleanser lotion. in the shower i use a water activated gel cleanser, then a honeyalmond body scrub, and on the face an exfoliating gel scrub. bateman stands in front of a massive marble sink applying a gel facial masque. then i apply a herb mint facial masque which i leave on for ten minutes while i prepare the rest of my routine. bateman opens the door of a mirrored cabinet, which is stocked with immaculate rows of skin care products. he begins selecting bottles, jars and brushes, laying them in readiness on the marble counter. i always use an aftershave lotion with little or no alcohol because alcohol dries your face out and makes you look older. then moisturizer, then an antiaging eye balm, followed by a final moisturizing ""protective"" lotion...",0.7769,Positive,Neutral,254,14,18.142857142857142,0.515748031496063,1,0
AMERICAN_PSYCHO,INT. BATEMAN'S APARTMENT - MORNING,BATEMAN V/O,"there is an idea of a patrick bateman, some kind of abstraction, but there is no real me, only an entity, something illusory, and though i can hide my cold gaze and you can shake my hand and feel flesh gripping yours and maybe you can even sense our lifestyles are probably comparable i simply am not there.",-0.1531,Negative,Fear,64,1,64.0,0.703125,0,0
AMERICAN_PSYCHO,INT. BATEMAN BEDROOM - MORNING,BATEMAN V/O,"it is hard for me to make sense on any given level. myself is fabricated, an aberration. my personality is sketchy and unformed, my heartlessness goes deep and is persistent. fully dressed in armani, bateman stands in front of a full length mirror in the middle of his vast bedroom, adjusting his cuff links. my conscience, my pity, my hopes disappeared a long time ago, if they ever did exist. he gives a last look at the mirror and likes what he sees. he gives his reflection a smile.",-0.0516,Negative,Sadness,103,7,14.714285714285714,0.6504854368932039,0,0
AMERICAN_PSYCHO,INT. OFFICES OF PIERCE & PIERCE - DAY,MAN,"morning, hamilton. nice tan. bateman walks past the desk of jean, his secretary, pulling his walkman from around his neck. jean is attractive, wholesome, earnest. she smiles shyly. she loves him. late?",0.9337,Positive,Joy,44,7,6.285714285714286,0.6363636363636364,0,1
AMERICAN_PSYCHO,INT. OFFICES OF PIERCE & PIERCE - DAY,JEAN,aerobics class. sorry. any messages? ricky hendricks has to cancel today. he didn't say what he was canceling or why. i occasionally box with ricky at the harvard club. anyone else? and... spencer wants to meet you for a drink at fluties pier 17. when?,-0.4291,Negative,Sadness,55,8,6.875,0.7272727272727273,1,1
AMERICAN_PSYCHO,INT. OFFICES OF PIERCE & PIERCE - DAY,BATEMAN,"after six. negative. cancel it. jean follows him into his office. oh? and what should i say? just...say...no. just say no? jean stands at his desk, waiting for instructions.",-0.8146,Negative,Sadness,43,9,4.777777777777778,0.5813953488372093,2,1
AMERICAN_PSYCHO,INT. OFFICES OF PIERCE & PIERCE - DAY,JEAN,"yes sir. she turns to leave. oh wait. and i need reservations for two at arcadia at eight tonight. jean turns around. oh, something...romantic? no, silly. forget it. i'll make them. thanks. i'll do it. no. no. be a doll and just get me a perrier, okay? you look nice today. jean exits. bateman straightens some magazines in his office, lifts a painting off the wall and puts it back at a slightly different angle. he fiddles with some pencils in a beer stein. he puts on some music and flips through a sports illustrated. he buzzes jean. she comes in a moment later with the perrier and a file. yes?",0.7131,Positive,Neutral,141,22,6.409090909090909,0.5460992907801419,1,1
AMERICAN_PSYCHO,INT. OFFICES OF PIERCE & PIERCE - DAY,BATEMAN,is that the ransom file? thanks. don't wear that outfit again. ummm... what? i didn't hear you.,0.504,Positive,Surprise,25,5,5.0,0.64,1,1
AMERICAN_PSYCHO,INT. OFFICES OF PIERCE & PIERCE - DAY,BATEMAN,"you dont like this, i take it? come on, you're prettier than that. thanks, patrick. the phone rings and jean turns to leave. i'm not here. and high heels. i like high heels. as jan leaves, bateman clicks on the tv set in one corner of the room and starts watching jeopardy!",-0.2052,Negative,Fear,66,8,8.25,0.6212121212121212,0,1
AMERICAN_PSYCHO,INT. TAXI - EVENING,BATEMAN V/O,"i'd want a zydeco band, patrick. that's what i'd want, a zydeco band. or mariachi. or reggae. something ethnic to shock daddy. oh, i can't decide... and lots of chocolate truffles. godiva. and oysters on the halfshell. close on bateman, who is wearing a walkman and staring out the window.",-0.25,Negative,Surprise,68,9,7.555555555555555,0.5588235294117647,1,0
AMERICAN_PSYCHO,INT. TAXI - EVENING,EVELYN,"marzipan. pink tents. hundreds, thousands of roses. photographers. annie leibovitz. we'll get annie liebovitz. and we'll hire someone to videotape. patrick, we should do it. do....what. get married. have a wedding. evelyn?",0.0,Neutral,Surprise,50,12,4.166666666666667,0.56,1,1
AMERICAN_PSYCHO,INT. TAXI - EVENING,BATEMAN,"yes, darling? is your evian spiked? we should do it. no i can't take the time off work. your father practically owns the company. you can do anything you like, silly. i don't want to talk about it. well you hate that job anyway. why don't you just quit? you don't have to work. because i...want...to... fit...in.",0.6826,Positive,Sadness,81,11,7.363636363636363,0.5308641975308642,4,1
AMERICAN_PSYCHO,INT. ESPACE RESTAURANT - NIGHT,BATEMAN,"im on the verge of tears by the time we arrive at espace since i'm positive we won't have a decent table, but we do, and relief washes over me in an awesome wave. tim price and two downtown types, stash and vanden are already seated. vanden is about twenty, pretty and sullen, with green streaks in her black hair. stash is pale, with, ragged black hair and bad skin. they are all trying to read large stainless steel menus that look like minimalist art. the menu's in braille. he gets up to greet them, giving evelyn a suspiciously long kiss. i have to talk to you. he drags her away, half giggling and protesting. pat, this my cousin vanden and her boyfriend stash. he's an artist. hi. pat bateman. vanden takes his hand reluctantly, says nothing. let me guess you live in the east village?",0.9601,Positive,Joy,176,15,11.733333333333333,0.6136363636363636,0,1
AMERICAN_PSYCHO,INT. ESPACE RESTAURANT - NIGHT,CARRUTHERS,"stop it! stash and vanden watch them in silence. price is whispering in evelyn's ear. everyone else is quietly eating, except bateman, who is drinking and watching evelyn and price. i am fairly sure that timothy and evelyn are having an affair. timothy is the only interesting person i know. courtney is almost perfect looking. she's usually operating on one or more psychiatric drugs. tonight i believe it's xanax. more disturbing than her drug use, though, is the fact that she's engaged to luis carruthers, the biggest dufus in the business. courtney rouses herself from her drug haze. tell me, stash...do you think soho is becoming too...commercial? yes, i read that.",0.8077,Positive,Fear,139,13,10.692307692307692,0.5971223021582733,2,1
AMERICAN_PSYCHO,INT. ESPACE RESTAURANT - NIGHT,BATEMAN,"oh, who gives a rat's ass? hey. that affects us. oh ho ho. that affects us? what about the massacres in sri lanka, honey? doesn't that affect us, too? i mean don't you know anything about sri lanka? about how the sikhs are killing like tons of israelis there? doesn't that affect us? oh come on, price. there are a lot more important problems than sri lanka to worry about. sure our foreign policy is important, but there are more pressing problems at hand. like what? well, we have to end apartheid for one. and slow down the nuclear arms race, stop terrorism and world hunger. but we can't ignore our social needs, either. we have to stop people from abusing the welfare system. we have to provide food and shelter for the homeless and oppose racial discrimination and promote civil rights while also promoting equal rights for women but change the abortion laws to protect the right to life yet still, somehow maintain women's freedom of choice. the table stares at bateman uncomfortably.",-0.3937,Negative,Fear,209,20,10.45,0.5454545454545454,0,1
AMERICAN_PSYCHO,INT. ESPACE RESTAURANT - NIGHT,CARRUTHERS,"patrick, how thought provoking.",-0.2023,Negative,Surprise,6,1,6.0,0.6666666666666666,0,0
AMERICAN_PSYCHO,INT. EVELYN'S BEDROOM - LATER THE SAME EVENING,EVELYN,"why dont you just go for price? oh god patrick. why price? price? he's rich. everybody's rich. he's goodlooking. everybody's good looking, patrick. he has a great body. everybody has a great body now. bateman unbuttons his shirt and makes advances to get evelyn to have sex with him. she ignores him, watching the home shopping channel with the remote in her hand. finally, he straddles her, penis close to her face. she tries to look around him at the tv, then takes notice.",0.9721,Positive,Surprise,107,14,7.642857142857143,0.5514018691588785,0,1
AMERICAN_PSYCHO,INT. EVELYN'S BEDROOM - LATER THE SAME EVENING,EVELYN,are you using minoxidil? no. i'm not. why should i? your hairline looks like it's receding. its not.,0.168,Positive,Surprise,26,6,4.333333333333333,0.6153846153846154,0,1
AMERICAN_PSYCHO,INT. DRY CLEANERS - DAY,BATEMAN,"listen, wait. youre not...shhh wait... you're not giving me valid reasons. the woman continues to speak to him in another language, grabbing at the sleeve of the jacket.",-0.2584,Negative,Neutral,37,3,12.333333333333334,0.6486486486486487,2,0
AMERICAN_PSYCHO,INT. DRY CLEANERS - DAY,BATEMAN,"bleachee? are you trying to say bleachee? bleachee. oh my god. she keeps pointing to the jacket and talking. two things. one. you can't bleach a soprani. out of the question. two two, i can only get these sheets in santa fe. these are very expensive sheets and i really need them clean. she keeps talking and bateman leans into her. if you don't shut your fucking mouth i will kill you, are you understanding me? she talks faster. now listen i have a very important lunch meeting. at hubert's in thirty minutes, and i need those ... no wait, twenty minutes. i have a lunch meeting at hubert's in twenty minutes with ronald harrison and i need those sheets cleaned by this afternoon. she keeps talking. listen. i cannot understand you. bateman starts laughing, slaps his hand down on the counter. this is crazy. you're a fool. i can't cope with this.",0.1613,Positive,Surprise,189,24,7.875,0.48677248677248675,1,1
AMERICAN_PSYCHO,INT. DRY CLEANERS - DAY,BATEMAN,"stupid bitchee! understand? oh christ! someone enters the store behind him. it's victoria, late twenties, attractive but a little overweight, wearing a tailored business suit with white sneakers and sports socks. patrick?",-0.6129,Negative,Surprise,42,6,7.0,0.7380952380952381,0,1
AMERICAN_PSYCHO,INT. DRY CLEANERS - DAY,VICTORIA,"hi, patrick. i thought that was you. hello",0.0,Neutral,Surprise,11,3,3.6666666666666665,0.7272727272727273,0,0
AMERICAN_PSYCHO,INT. DRY CLEANERS - DAY,BATEMAN,"isn't it ridiculous? coming all the way up here, but you know, they really are the best. then why can't they get these stains out? i mean can you talk to these people or something? i'm not getting anywhere. victoria moves toward the sheet that the old man is holding up. she touches it and the woman behind that counter begins talking again. oh my, i see. what are those? oh my. um, well... it's cranberry juice. crahapple.",0.8661,Positive,Surprise,99,12,8.25,0.6161616161616161,1,1
AMERICAN_PSYCHO,INT. DRY CLEANERS - DAY,BATEMAN,"really? well, i mean, um, it's really ... bosco. you know, like...like a dove bar. it's a dove bar... hershey's syrup? oh yeah. oh i get it. fun with chocolate. listen, if you could talk to them i would really appreciate it. i'm really late. i have a lunch appointment at hubert's in fifteen minutes. bateman turns to leave. hubert's? oh really? it moved uptown, right? yeah, well, oh boy, listen, i've got to go. thank you, uh...victoria? maybe we could have lunch one day next week? you know, i'm downtown near wall street quite often. oh, i don't know, victoria. i'm at work all the time. well what about, oh, you know, maybe a saturday? next saturday?",0.9592,Positive,Surprise,172,22,7.818181818181818,0.4069767441860465,4,1
AMERICAN_PSYCHO,INT. DRY CLEANERS - DAY,BATEMAN,"oh, can't, i'm afraid. matinee of les miserables. listen, i've really got to go. i'll... oh christ... i'll call you. okay. do.",0.2263,Positive,Fear,38,6,6.333333333333333,0.47368421052631576,2,0
AMERICAN_PSYCHO,INT. BATEMAN'S APARTMENT - DAY,COURTNEY,"listen, what are you doing tonight? what? oh, i'm... busy. listen, you're dating luis, he's in arizona. you're fucking me, and we havent made plans. what could you possibly be up to tonight? stop it. i'm... ona lot of lithium? waiting for luis to call me. he said he'd call tonight. oh don't be difficult, patrick. you should come have dinner with me.",-0.2617,Negative,Sadness,90,12,7.5,0.4888888888888889,2,1
AMERICAN_PSYCHO,INT. BATEMAN'S APARTMENT - DAY,COURTNEY,am i confused or were we talking about tonight? ummm.... yeah. luis is calling me tonight. i need to be home for that. pumpkin? yes?,0.4836,Positive,Surprise,32,6,5.333333333333333,0.71875,1,1
AMERICAN_PSYCHO,INT. BATEMAN'S APARTMENT - DAY,BATEMAN,pumpkin you're dating an asshole. uh huh.,0.0,Neutral,Anger,10,2,5.0,0.7,0,0
AMERICAN_PSYCHO,INT. BATEMAN'S APARTMENT - DAY,BATEMAN,"pumpkin you're dating the biggest dickweed in new york. i know. stop it. pumpkin, you'redating a tumbling, tumbling dickweed. patrick don't call me pumpkin anymore, okay? i have to go. courtney? dinner? i can't.",-0.212,Negative,Sadness,49,9,5.444444444444445,0.5510204081632653,0,1
AMERICAN_PSYCHO,INT. BATEMAN'S APARTMENT - DAY,COURTNEY,i'm thinking dorsia. dorsia's nice. nice?,0.6808,Positive,Joy,11,3,3.6666666666666665,0.36363636363636365,0,1
AMERICAN_PSYCHO,INT. BATEMAN'S APARTMENT - DAY,COURTNEY,"you like it there, don't you? the question is, do you like it courtney? and will you blow off a fucking phone call from your sad excuse for a boyfriend to eat there tonight. okay. yeah. what time? eight?",0.7399,Positive,Anger,49,7,7.0,0.6326530612244898,0,1
AMERICAN_PSYCHO,INT. BATEMAN'S APARTMENT - DAY,MAITRE D,"pick me up? sounds like i'll have to. don't fall asleep, okay? wear something fabulous. dorsia, remember? bateman hangs up, opens up the zagat's guide and dials the number for dorsia with trembling fingers. it's busy and so he puts it on speaker phone, constant redial. he waits with his head in his hands, sweating with anxiety, until there is finally' an answer. dorsia. please hold. he is on hold for a long time, getting very tense. dorsia.",0.3572,Positive,Fear,102,12,8.5,0.5980392156862745,0,1
AMERICAN_PSYCHO,INT. BATEMAN'S APARTMENT - DAY,BATEMAN,umm..yes.. i know it's a little late but is it possible to reserve a table for two at eight or eightthirty perhaps? long pause. the maitre d' starts giggling quietly and then more loudly until the laughter is almost hysterical and hangs up the phone.,0.8334,Positive,Surprise,53,3,17.666666666666668,0.7547169811320755,0,1
AMERICAN_PSYCHO,INT. TAXI - NIGHT,COURTNEY,"... a facial at elisabeth arden, which was really relaxing, then to the pottery barn where i bought this silver muffin dish... is that donald trump's car? oh god, patrick. shut up. you know, courtney, you should take some more lithium. or have a diet coke. some caffeine might get you out of this slump. i just want to have a child. just...two... perfect.. children... the cab draws up outside a restaurant. the awning reads 'barcadia'. an insanely expensive nouvelle italian restaurant, all polished natural brick, spotless white table cloths, minimalist flower arrangements, discreet lighting. a waiter has come to take their drink orders. jb. straight. champagne on the rocks. oh could i have that with a twist? she starts to sink back in her chair and bateman leans over and pulls her back up. are we here?",0.9008,Positive,Surprise,172,17,10.117647058823529,0.627906976744186,5,1
AMERICAN_PSYCHO,INT. TAXI - NIGHT,COURTNEY,"this is dorsia? yes dear. courtney almost falls asleep while looking at her menu, and starts to slide off of her chair. bateman grabs her by both shoulders and props her up. courtney, you're going to have the peanut butter soup with smoked duck and mashed squash. ny magazine called it a ""playful but mysterious little dish."" you'll love it. and then... the red snapper with violets and pine nuts. i think that'll follow nicely. mmmm... thanks, patrick. she falls asleep at the table.",0.9408,Positive,Surprise,105,11,9.545454545454545,0.638095238095238,2,1
AMERICAN_PSYCHO,INT. COURTNEY'S BEDROOM - NIGHT,BATEMAN,"i want you to fuck me. bateman gets on top of her, starts to fuck her. luis is a despicable twit. yes, luis is a despicable twit. i hate him. he keeps fucking her.",-0.7845,Negative,Anger,42,6,7.0,0.5714285714285714,0,0
AMERICAN_PSYCHO,INT. COURTNEY'S BEDROOM - NIGHT,BATEMAN,"no, you idiot. i said 'is it a receptacle tip?' not is luis a despicable twit. is it a receptacle tip? get off me. is it a what? pull out.",-0.7219,Negative,Anger,39,7,5.571428571428571,0.5128205128205128,0,1
AMERICAN_PSYCHO,INT. COURTNEY'S BEDROOM - NIGHT,COURTNEY,"i'm ignoring you. pull out goddamnit! what do you want, courtney? she pushes him away from her. it's a plain end. i think. turn the light on. she tries to sit up. oh jesus. i'm going home. patrick. turn oh the light. he turns on the light. it's a plain end, see? so? take it off. why?",-0.565,Negative,Surprise,80,17,4.705882352941177,0.5125,0,1
AMERICAN_PSYCHO,INT. COURTNEY'S BEDROOM - NIGHT,COURTNEY,"i'm getting out of here. where's your lithium? courtney throws a pillow over her head and starts crying. do you think you're turning me on by having unsafe sex? bateman pulls the pillow off her and slaps her face. oh christ, this really isn't worth it. and see, courtney, it's there for what? huh? tell us. why is it pulled down half an inch? so it can catch the force of the ejaculate! well, it's not a turnon for me. i have a promotion coming to me. i don't want to get aids. bateman grabs her head and makes her look at the condom. see? happy? you dumb bitch? are you happy you dumb bitch? oh god just get it over with. he fucks her quickly until he has a mediocre orgasm and falls down next to her. they lie side by side with their bodies not touching, eyes open, staring at the ceiling.",-0.9219,Negative,Surprise,189,22,8.590909090909092,0.5291005291005291,0,1
AMERICAN_PSYCHO,"INT. CONFERENCE ROOM, PIERCE & PIERCE - DAY",CARRUTHERS,"patrick, thanks so much for looking after courtney. dorsia, how impressive! how on earth did you get a reservation there? lucky, i guess. that's a wonderful jacket. let me guess, valentino couture? uh huh.",0.9239,Positive,Surprise,46,7,6.571428571428571,0.6739130434782609,0,1
AMERICAN_PSYCHO,"INT. CONFERENCE ROOM, PIERCE & PIERCE - DAY",BATMAN V/O,"it looks so soft. your compliment was sufficient, luis. carruthers is distracted by a question from the colleague on his left. paul owen enters, carrying the wall st. journal under his arm. he is handsome, supremely confident and selfsatisfied he seems himself as a leader among men. hello halberstam. nice tie. how the hell are you? i've been great. and you? their conversation fades down as we hear bateman's thoughts.",0.929,Positive,Surprise,86,11,7.818181818181818,0.6976744186046512,0,1
AMERICAN_PSYCHO,"INT. CONFERENCE ROOM, PIERCE & PIERCE - DAY",OWEN,"how's the ransom account going, marcus? it's it's..all right. really? thats interesting, not great? oh well, you know. and how's cecilia? she's a great girl. oh yes. i'm very lucky. mcdermott and price enter. hey owen! congratulations on the fisher account. thank you, baxter. listen, paul. squash?",0.841,Positive,Surprise,75,15,5.0,0.5333333333333333,0,1
AMERICAN_PSYCHO,"INT. CONFERENCE ROOM, PIERCE & PIERCE - DAY",MCDERMOTT,"how about friday? no can do. got a res at 83.0 at dorsia. great sea urchin ceviche. there is a stunned silence as he walks away and sits in a corner of the room, ostentatiously studying papers. close on bateman's face, cold with hatred. jesus. dorsia? on a friday night? how'd he swing that? i think he's lying. bateman takes, out his wallet and pulls out a card. what's that, a gram? new card. what do you think? mcdermott lifts it up and examines the lettering carefully. whoa. very nice. take a look. he hands it to van patten. picked them up from the printer's yesterday. good coloring. that's bone. and the lettering is something called silian rail.",0.3298,Positive,Surprise,152,24,6.333333333333333,0.5592105263157895,0,1
AMERICAN_PSYCHO,"INT. CONFERENCE ROOM, PIERCE & PIERCE - DAY",VAN PATTEN,"it is very cool, bateman. but that's nothing. he pulls a card out of his wallet and slaps it on the table. look at this. they all lean forward to inspect it. that's really nice. bateman clenches his fists beneath the table, trying to control his anxiety. eggshell with romalian type. what do you think?",0.5975,Positive,Surprise,68,9,7.555555555555555,0.6764705882352942,0,1
AMERICAN_PSYCHO,"INT. CONFERENCE ROOM, PIERCE & PIERCE - DAY",PRICE,"jesus. this is really super. how'd a nitwit like you get so tasteful? bateman stares at his own card and then enviously at mcdermott's. i can't believe that price prefers mcdermott's card to mine. but wait. you ain't seen nothin' yet. he holds up his own card. raised lettering, pale nimbus white...",0.5182,Positive,Surprise,68,9,7.555555555555555,0.6617647058823529,1,1
AMERICAN_PSYCHO,"INT. CONFERENCE ROOM, PIERCE & PIERCE - DAY",LUIS,"impressive. very nice. let's see paul owen's card. price pulls a card from an inside coat pocket and holds it up for their inspection ""paul owen, pierce pierce, mergers and acquisitions"". bateman swallows, speechless. the sound in the room dies down and all we hear is a faint heartbeat as bateman stares at the magnificent card. look at that subtle offwhite coloring. the tasteful thickness of it. oh my god, it even has a watermark... his hand shaking, bateman lifts up the card and stares at it until fills the screen. he lets it fall. the sound returns to normal. is something wrong? patrick...you're sweating.",0.8955,Positive,Surprise,131,13,10.076923076923077,0.5877862595419847,2,1
AMERICAN_PSYCHO,EXT. STREET - EVENING,BATEMAN,"hello. pat bateman. the homeless man stares at bateman, struggling to sit up. you want some money? some... food? the homeless man nods arid starts to cry. bateman reaches into his pocket and pulls out a 10 bill, then changes his mind and holds out a 5 instead.",-0.6966,Negative,Sadness,58,7,8.285714285714286,0.6379310344827587,1,1
AMERICAN_PSYCHO,EXT. STREET - EVENING,HOMELESS MAN,"is this what you need? the homeless man nods, looks away, wipes his nose. i'm so hungry. it's cold out, too, isn't it? i'm so hungry. why don't you get a job? if you're so hungry, why don't you get a job? i lost my job... why? were you drinking? is that why you lost it? insider trading? just joking. no, really were you drinking on the job? i was fired. i was laid off. gee, uh, that's too bad. im so hungry. the dog starts to whimper. why don't you get another one? why don't you get another job? i'm not... you're not what? qualified for anything else?",-0.9179,Negative,Sadness,153,22,6.954545454545454,0.3790849673202614,2,1
